"Gene" "gene_type" 
"Rv3594" FALSE
"Rv3595c" FALSE
"Rv3599c" FALSE
"Rv3600c" FALSE
"Rv3601c" FALSE
"Rv3605c" FALSE
"Rv3606c" FALSE
"Rv3607c" FALSE
"Rv3610c" FALSE
"Rv3611" FALSE
"Rv3612c" FALSE
"Rv3613c" FALSE
"Rv3614c" FALSE
"Rv3615c" FALSE
"Rv3616c" FALSE
"Rv3617" FALSE
"Rv3618" FALSE
"Rv3619c" FALSE
"Rv3620c" FALSE
"Rv3621c" FALSE
"Rv3622c" FALSE
"Rv3623" FALSE
"Rv3624c" FALSE
"Rv3626c" FALSE
"Rv3627c" FALSE
"Rv3628" FALSE
"Rv3629c" FALSE
"Rv3630" FALSE
"Rv3631" FALSE
"Rv3632" FALSE
"Rv3633" FALSE
"Rv3635" FALSE
"Rv3636" TRUE
"Rv3637" FALSE
"Rv3638" FALSE
"Rv3639c" FALSE
"Rv3640c" FALSE
"Rv3641c" FALSE
"Rv3642c" FALSE
"Rv3643" FALSE
"Rv3645" FALSE
"Rv3646c" FALSE
"Rv3647c" FALSE
"Rv3649" FALSE
"Rv3650" FALSE
"Rv3651" FALSE
"Rv3652" FALSE
"Rv3653" FALSE
"Rv3655c" FALSE
"Rv3656c" FALSE
"Rv3657c" FALSE
"Rv3658c" FALSE
"Rv3659c" FALSE
"Rv3660c" FALSE
"Rv3661" FALSE
"Rv3662c" FALSE
"Rv3663c" FALSE
"Rv3664c" FALSE
"Rv3665c" FALSE
"Rv3666c" FALSE
"Rv3667" FALSE
"Rv3668c" FALSE
"Rv3669" FALSE
"Rv3670" FALSE
"Rv3671c" FALSE
"Rv3672c" FALSE
"Rv3674c" FALSE
"Rv3675" FALSE
"Rv3676" FALSE
"Rv3677c" FALSE
"Rv3678A" FALSE
"Rv3678c" FALSE
"Rv3679" FALSE
"Rv3680" FALSE
"Rv3681c" FALSE
"Rv3682" FALSE
"Rv3683" FALSE
"Rv3684" FALSE
"Rv3685c" FALSE
"Rv3686c" FALSE
"Rv3687c" FALSE
"Rv3688c" FALSE
"Rv3689" FALSE
"Rv3690" FALSE
"Rv3691" FALSE
"Rv3692" FALSE
"Rv3693" FALSE
"Rv3694c" FALSE
"Rv3695" FALSE
"Rv3696c" FALSE
"Rv3697c" FALSE
"Rv3698" FALSE
"Rv3699" FALSE
"Rv3700c" FALSE
"Rv3701c" FALSE
"Rv3702c" FALSE
"Rv3703c" FALSE
"Rv3704c" FALSE
"Rv3705A" FALSE
"Rv3705c" FALSE
"Rv3706c" FALSE
"Rv3707c" FALSE
"Rv3709c" FALSE
"Rv3710" FALSE
"Rv3711c" FALSE
"Rv3713" FALSE
"Rv3714c" FALSE
"Rv3715c" FALSE
"Rv3717" FALSE
"Rv3718c" FALSE
"Rv3719" FALSE
"Rv3720" FALSE
"Rv3722c" FALSE
"Rv3723" FALSE
"Rv3724A" FALSE
"Rv3724B" FALSE
"Rv3725" FALSE
"Rv3726" FALSE
"Rv3727" FALSE
"Rv3728" FALSE
"Rv3729" FALSE
"Rv3730c" FALSE
"Rv3731" FALSE
"Rv3732" FALSE
"Rv3733c" FALSE
"Rv3734c" FALSE
"Rv3735" FALSE
"Rv3736" FALSE
"Rv3737" FALSE
"Rv3738c" FALSE
"Rv3739c" FALSE
"Rv3740c" FALSE
"Rv3741c" FALSE
"Rv3742c" FALSE
"Rv3743c" FALSE
"Rv3744" FALSE
"Rv3745c" FALSE
"Rv3746c" FALSE
"Rv3747" FALSE
"Rv3748" FALSE
"Rv3749c" FALSE
"Rv3750c" FALSE
"Rv3751" FALSE
"Rv3755c" FALSE
"Rv3756c" FALSE
"Rv3757c" FALSE
"Rv3758c" FALSE
"Rv3759c" FALSE
"Rv3760" FALSE
"Rv3761c" FALSE
"Rv3762c" FALSE
"Rv3763" FALSE
"Rv3765c" FALSE
"Rv3766" FALSE
"Rv3767c" FALSE
"Rv3768" FALSE
"Rv3770A" FALSE
"Rv3770B" FALSE
"Rv3770c" FALSE
"Rv3771c" FALSE
"Rv3772" FALSE
"Rv3773c" FALSE
"Rv3774" FALSE
"Rv3775" FALSE
"Rv3776" FALSE
"Rv3777" FALSE
"Rv3778c" FALSE
"Rv3779" FALSE
"Rv3780" FALSE
"Rv3781" FALSE
"Rv3783" FALSE
"Rv3784" FALSE
"Rv3785" FALSE
"Rv3786c" FALSE
"Rv3787c" FALSE
"Rv3788" FALSE
"Rv3789" FALSE
"Rv3790" FALSE
"Rv3792" FALSE
"Rv3793" FALSE
"Rv3794" FALSE
"Rv3795" FALSE
"Rv3796" FALSE
"Rv3797" FALSE
"Rv3798" FALSE
"Rv3799c" FALSE
"Rv3802c" FALSE
"Rv3803c" FALSE
"Rv3804c" FALSE
"Rv3805c" FALSE
"Rv3807c" FALSE
"Rv3808c" FALSE
"Rv3810" FALSE
"Rv3811" FALSE
"Rv3812" FALSE
"Rv3813c" FALSE
"Rv3814c" FALSE
"Rv3815c" FALSE
"Rv3816c" FALSE
"Rv3817" FALSE
"Rv3818" FALSE
"Rv3819" FALSE
"Rv3820c" FALSE
"Rv3821" FALSE
"Rv3822" FALSE
"Rv3823c" FALSE
"Rv3824c" FALSE
"Rv3825c" FALSE
"Rv3826" FALSE
"Rv3827c" FALSE
"Rv3828c" FALSE
"Rv3829c" FALSE
"Rv3830c" FALSE
"Rv3831" FALSE
"Rv3832c" FALSE
"Rv3833" FALSE
"Rv3834c" FALSE
"Rv3835" FALSE
"Rv3836" FALSE
"Rv3837c" FALSE
"Rv3838c" FALSE
"Rv3839" FALSE
"Rv3840" FALSE
"Rv3841" FALSE
"Rv3842c" FALSE
"Rv3843c" FALSE
"Rv3844" FALSE
"Rv3845" FALSE
"Rv3847" FALSE
"Rv3848" FALSE
"Rv3849" FALSE
"Rv3850" FALSE
"Rv3851" FALSE
"Rv3852" FALSE
"Rv3853" FALSE
"Rv3854c" FALSE
"Rv3855" FALSE
"Rv3856c" FALSE
"Rv3857c" FALSE
"Rv3858c" FALSE
"Rv3859c" FALSE
"Rv3860" FALSE
"Rv3862c" FALSE
"Rv3863" FALSE
"Rv3864" FALSE
"Rv3865" FALSE
"Rv3866" FALSE
"Rv3867" FALSE
"Rv3868" FALSE
"Rv3869" FALSE
"Rv3870" FALSE
"Rv3871" FALSE
"Rv3872" FALSE
"Rv3873" FALSE
"Rv3874" FALSE
"Rv3875" FALSE
"Rv3876" FALSE
"Rv3877" FALSE
"Rv3878" FALSE
"Rv3879c" FALSE
"Rv3880c" FALSE
"Rv3881c" FALSE
"Rv3882c" FALSE
"Rv3883c" FALSE
"Rv3884c" FALSE
"Rv3885c" FALSE
"Rv3886c" FALSE
"Rv3887c" FALSE
"Rv3888c" FALSE
"Rv3889c" FALSE
"Rv3890c" FALSE
"Rv3891c" FALSE
"Rv3892c" FALSE
"Rv3893c" FALSE
"Rv3894c" FALSE
"Rv3895c" FALSE
"Rv3896c" FALSE
"Rv3897c" FALSE
"Rv3898c" FALSE
"Rv3899c" FALSE
"Rv3900c" FALSE
"Rv3901c" FALSE
"Rv3902c" FALSE
"Rv3903c" FALSE
"Rv3904c" FALSE
"Rv3905c" FALSE
"Rv3906c" FALSE
"Rv3908" FALSE
"Rv3909" FALSE
"Rv3910" FALSE
"Rv3911" FALSE
"Rv3912" FALSE
"Rv3914" FALSE
"Rv3915" FALSE
"Rv3916c" FALSE
"Rv3917c" FALSE
"Rv3918c" FALSE
"Rv3919c" FALSE
"Rv3920c" FALSE
"Rv3922c" FALSE
"Rv3923c" FALSE
